CSDUID,CSDNAME,Type,Price,Location,Bedrooms,Bathrooms,Hydro,Heat,Water,Size,Agreement Type,Population
3530016,Waterloo,5,2300,"43.4738317,-80.5740497",3,2.5,0,0,0,1200,1,129054
3530016,Waterloo,4,615,"43.4737002,-80.5325154",1,1,1,1,1,1136.65079,2,129054
3530016,Waterloo,4,1900,"43.4736416,-80.5330351",2,1,0,1,1,550,1,129054
3530016,Waterloo,4,1300,"43.473585,-80.5351634",1,1,0,0,0,800,2,129054
3530016,Waterloo,1,975,"43.473537,-80.5363789",1,1,1,1,1,1136.65079,1,129054
3530016,Waterloo,2,3200,"43.4731175,-80.5199411",3,1.5,0,0,0,1500,1,129054
3530016,Waterloo,2,500,"43.4728571,-80.5339804",5,2,0,0,0,1136.65079,1,129054
3530016,Waterloo,5,2349,"43.4728543,-80.4984477",3,1,0,0,0,1094,1,129054
3530016,Waterloo,2,695,"43.4726546,-80.5309308",1,2,1,1,1,1136.65079,1,129054
3530016,Waterloo,2,3300,"43.4721204,-80.5982892",3,3,0,0,0,1900,1,129054
3530016,Waterloo,3,1100,"43.4719813,-80.5087659",1,1,0,0,0,800,1,129054
3530016,Waterloo,1,600,"43.4718811,-80.5308223",1,2,1,1,1,400,1,129054
3530016,Waterloo,1,600,"43.471758,-80.5219259",1,2,1,1,1,1136.65079,1,129054
3530016,Waterloo,2,2550,"43.4714875,-80.5494007",3,1,0,0,0,1350,1,129054
3530016,Waterloo,1,3000,"43.4714875,-80.5494007",3,2,0,0,0,1000,1,129054
3530016,Waterloo,1,860,"43.4713444,-80.5325316",5,5,1,1,1,1136.65079,1,129054
3530016,Waterloo,1,860,"43.4713444,-80.5325316",1,1,1,1,1,1136.65079,1,129054
3530016,Waterloo,1,860,"43.4713444,-80.5325316",5,2.5,1,1,1,1136.65079,1,129054
3530016,Waterloo,3,1345,"43.4712071,-80.5225084",1,1,0,0,0,700,1,129054
3530016,Waterloo,1,2000,"43.4711665,-80.5186659",2,1,0,0,0,900,1,129054
3530016,Waterloo,5,2400,"43.4710077,-80.5182163",3.5,1.5,0,0,0,2000,1,129054
3530016,Waterloo,2,2600,"43.4704088,-80.5994896",3,2.5,0,0,0,1136.65079,1,129054
3530016,Waterloo,4,1895,"43.4703455,-80.5234292",1.5,1,0,1,0,665,1,129054
3530016,Waterloo,4,1800,"43.4703455,-80.5234292",1,1,1,1,1,680,1,129054
3530016,Waterloo,3,2000,"43.4699276,-80.585481",2,2,1,1,1,1000,1,129054
3530016,Waterloo,2,2900,"43.4696374,-80.593089",4,2.5,0,0,0,1800,1,129054
3530016,Waterloo,5,2800,"43.469327,-80.5921358",3,4,0,0,0,1500,1,129054
3530016,Waterloo,3,1495,"43.4691329,-80.5271539",2,1,0,0,1,600,1,129054
3530016,Waterloo,2,3280,"43.4687039,-80.5227487",5,3,0,0,0,3000,1,129054
3530016,Waterloo,1,3750,"43.4682191,-80.5241074",5,2,1,1,1,1136.65079,1,129054
3530016,Waterloo,1,3375,"43.46798,-80.5224",5,2,1,1,1,1136.65079,1,129054
3530016,Waterloo,1,565,"43.4679339,-80.522834",3,1,1,1,1,1136.65079,1,129054
3530016,Waterloo,2,4950,"43.4678334,-80.5508919",5,3.5,0,0,0,2200,1,129054
3530016,Waterloo,2,2795,"43.4662697,-80.5047253",3.5,2,0,0,0,1136.65079,1,129054
3530016,Waterloo,2,2600,"43.4661109,-80.5090264",3.5,1.5,0,0,0,1200,1,129054
3530016,Waterloo,1,3895,"43.4646252,-80.5295895",2,2,0,1,1,1796,1,129054
3530016,Waterloo,1,3750,"43.4646252,-80.5295895",2.5,2,0,1,0,1667,1,129054
3530016,Waterloo,2,3080,"43.4640814,-80.5555773",4,2,0,0,0,2200,1,129054
3530016,Waterloo,1,2555,"43.46393,-80.52991",2,2,0,1,0,959,1,129054
3530016,Waterloo,1,2390,"43.46393,-80.52991",2,2,0,1,0,809,1,129054
3530016,Waterloo,1,2750,"43.46393,-80.52991",2.5,2,0,1,0,1332,1,129054
3530016,Waterloo,2,3600,"43.463809,-80.5543919",4,3,0,0,0,2500,1,129054
3530016,Waterloo,3,1500,"43.4635715,-80.5134555",1,1,1,1,1,600,1,129054
3530016,Waterloo,5,2600,"43.4635593,-80.5877428",4,2,0,0,0,1300,1,129054
3530016,Waterloo,1,1900,"43.4633405,-80.5006999",2,1,1,1,1,816,1,129054
3530016,Waterloo,1,1845,"43.462476,-80.5115015",2,1,0,0,0,735,1,129054
3530016,Waterloo,1,1745,"43.462476,-80.5115015",1,1,0,0,0,650,1,129054
3530016,Waterloo,1,1895,"43.462476,-80.5115015",2,1,0,0,0,860,1,129054
3530016,Waterloo,1,1895,"43.4622125,-80.5120977",2,1,1,1,1,1136.65079,1,129054
3530016,Waterloo,1,1895,"43.4620934,-80.5114795",2,1,0,0,0,850,1,129054
3530016,Waterloo,5,2600,"43.4619979,-80.5397051",4,1.5,1,1,1,1200,1,129054
3530016,Waterloo,4,2395,"43.460337,-80.519055",2,2,0,0,1,910,1,129054
3530016,Waterloo,4,2395,"43.460337,-80.519055",2,2,0,0,1,910,1,129054
3530016,Waterloo,2,3000,"43.4598161,-80.6011107",4,3,0,0,0,1700,1,129054
3530016,Waterloo,2,3095,"43.4592895,-80.6000143",4,2.5,0,0,0,2438,1,129054
3530016,Waterloo,4,2800,"43.4589,-80.51931",2,2,0,0,1,1200,1,129054
3530016,Waterloo,2,3700,"43.4582345,-80.5270692",3.5,2,0,0,0,1900,1,129054
3530016,Waterloo,1,2129,"43.4569174,-80.5405895",2,1,0,1,0,1136.65079,1,129054
3530016,Waterloo,2,2100,"43.4568373,-80.5544353",3,1,0,0,0,1000,1,129054
3530016,Waterloo,1,1980,"43.4563666,-80.5486531",3,1,0,0,0,1136.65079,1,129054
3530016,Waterloo,1,1825,"43.4563666,-80.5486531",2,1,0,0,0,1136.65079,1,129054
3530016,Waterloo,3,1450,"43.4560431,-80.5754382",1,1,1,1,1,750,1,129054
3530016,Waterloo,1,1575,"43.4556033,-80.543628",1,1,0,0,1,1136.65079,1,129054
3530016,Waterloo,1,1905,"43.4555719,-80.5468399",2,1,0,1,1,842,1,129054
3530016,Waterloo,1,1615,"43.4555719,-80.5468399",1,1,0,1,1,637,1,129054
3530016,Waterloo,3,900,"43.4542343,-80.5716199",1,1,1,1,1,500,2,129054
3530016,Waterloo,1,550,"43.4536304,-80.5494959",5,2,0,0,0,1136.65079,1,129054
3530016,Waterloo,4,1850,"43.4532371,-80.550616",1,1,0,0,1,1100,1,129054
3530016,Waterloo,1,1100,"43.4527742,-80.5527051",1,1,0,1,1,721,2,129054
3530016,Waterloo,2,3500,"43.4527646,-80.5940619",4,3.5,0,0,0,2400,1,129054
3530016,Waterloo,2,850,"43.4524514,-80.5934449",1,1,1,1,1,700,2,129054
3530016,Waterloo,2,2900,"43.4495829,-80.5749175",3.5,2.5,0,0,0,1600,1,129054
3530016,Waterloo,2,2495,"43.4462607,-80.5562364",4,2,0,0,0,1800,1,129054
3530016,Waterloo,2,3700,"43.4451661,-80.5648506",4,4,0,0,0,2100,1,129054
3530016,Waterloo,2,3300,"43.4430879,-80.5559977",3,2.5,0,0,0,1700,1,129054
3530016,Waterloo,1,1675,"43.4558006,-80.5451038",2,1,0,0,1,925,1,129054
3530016,Waterloo,1,1500,"43.4657186,-80.5221573",1,1,0,0,0,809,1,129054
3530016,Waterloo,1,1445,"43.4602648,-80.5386796",1,1,0,0,1,850,1,129054
3530016,Waterloo,1,1249,"43.4736807,-80.5190784",1,1,1,1,1,1136.65079,1,129054
3530016,Waterloo,1,1695,"43.4937483,-80.5174929",2,1,0,0,0,1136.65079,1,129054
3530016,Waterloo,1,1475,"43.4760645,-80.5320242",1,1,0,1,1,500,1,129054
3530016,Waterloo,1,2380,"43.4885348,-80.4913939",2,2,0,0,0,1050,1,129054
3530016,Waterloo,1,1200,"43.4671603,-80.5099817",2,1,0,0,0,950,1,129054
3530016,Waterloo,1,1600,"43.4575118,-80.5428033",1,1,0,0,1,600,1,129054
3530016,Waterloo,1,1860,"43.4563666,-80.5486531",2,1,0,0,0,1136.65079,1,129054
3530016,Waterloo,1,1799,"43.5025356,-80.5344354",2,1,0,0,0,1200,2,129054
3530016,Waterloo,1,1799,"43.5025356,-80.5344354",2,1,0,0,0,1200,2,129054
3530016,Waterloo,1,2000,"43.4602648,-80.5386796",3,3,0,0,1,1500,1,129054
3530016,Waterloo,1,1800,"43.4797493,-80.538143",1,1,0,0,1,550,1,129054
3530016,Waterloo,1,1765,"43.4622125,-80.5120977",1,1,1,1,1,1136.65079,1,129054
3530016,Waterloo,1,1550,"43.4782842,-80.535046",1,1,0,0,1,700,2,129054
3530016,Waterloo,1,1450,"43.4736612,-80.5289121",1,1,1,1,1,600,1,129054
3530016,Waterloo,1,2510,"43.4569174,-80.5405895",3,1.5,0,1,0,1136.65079,1,129054
3530016,Waterloo,1,2050,"43.4876866,-80.5419785",3,1,1,1,1,1136.65079,1,129054
3530016,Waterloo,1,2950,"43.4718264,-80.5216618",4,2,1,1,1,1381,1,129054
3530016,Waterloo,1,2600,"43.4735847,-80.532472",2,2,0,1,0,800,1,129054
3530016,Waterloo,1,1755,"43.4555719,-80.5468399",1,1,0,1,1,637,1,129054
3530016,Waterloo,1,1745,"43.462476,-80.5115015",1,1,0,0,0,664,1,129054
3530016,Waterloo,1,2100,"43.5025356,-80.5344354",2,1,1,1,1,1100,1,129054
3530016,Waterloo,1,2195,"43.4545179,-80.5415662",2,1,1,1,1,1000,1,129054
3530016,Waterloo,3,1875,"43.5070647,-80.5092869",2,1,0,1,1,900,1,129054
3530016,Waterloo,3,1650,"43.4657893,-80.505646",2,1,1,1,1,750,1,129054
3530016,Waterloo,3,2000,"43.4675782,-80.5248312",2,1,0,0,0,1200,1,129054
3530016,Waterloo,3,1000,"43.4923946,-80.5658921",0.5,1,1,1,1,2000,2,129054
3530016,Waterloo,3,1650,"43.4589218,-80.5993214",1.5,1,1,1,1,600,1,129054
3530016,Waterloo,3,1100,"43.4716797,-80.5085261",1,1,0,0,0,800,1,129054
3530016,Waterloo,3,1700,"43.4601469,-80.5655449",1,1,0,0,0,1100,1,129054
3530016,Waterloo,3,2300,"43.463451,-80.5478382",3,1,0,1,0,900,2,129054
3530016,Waterloo,3,2150,"43.512691,-80.4994119",3,2,0,0,0,850,1,129054
3530016,Waterloo,6,2500,"43.4745928,-80.5090047",2,1,0,0,0,1136.65079,1,129054
3530016,Waterloo,4,1508,"43.475739,-80.5321464",1,1,1,1,1,480,1,129054
3530016,Waterloo,4,1800,"43.4693624,-80.5611511",2,1,0,0,0,600,1,129054
3530016,Waterloo,6,2300,"43.5011798,-80.5068461",2.5,1,1,1,1,1034,1,129054
3530016,Waterloo,4,2400,"43.4753408,-80.5318425",2,2,0,1,1,700,1,129054
3530016,Waterloo,4,800,"43.477438,-80.5307442",1,1,0,0,1,1800,1,129054
3530016,Waterloo,4,2100,"43.476789,-80.5313216",2,2,0,1,1,699,1,129054
3530016,Waterloo,4,2400,"43.4859785,-80.4853136",3,2,0,0,0,1080,1,129054
3530016,Waterloo,4,2500,"43.4638033,-80.5207461",3,2.5,0,0,0,2500,1,129054
3530016,Waterloo,4,2200,"43.4766794,-80.53086",2,2,1,1,1,750,1,129054
3530016,Waterloo,4,1650,"43.4694573,-80.5268392",1,1,0,1,1,465,1,129054
3530016,Waterloo,4,2350,"43.476789,-80.5313216",2,2,1,1,1,760,1,129054
3530016,Waterloo,6,2400,"43.4623114,-80.5162345",3,1.5,0,0,0,1136.65079,1,129054
3530016,Waterloo,4,1950,"43.4714875,-80.5494007",2,2,1,1,1,1200,1,129054
3530016,Waterloo,4,2000,"43.4907155,-80.5352516",2,2,0,0,1,1200,1,129054
3530016,Waterloo,4,1850,"43.4711665,-80.5186659",2,1,0,0,1,1000,1,129054
3530016,Waterloo,4,2200,"43.4590999,-80.5363355",1.5,1.5,0,0,0,1040,1,129054
3530016,Waterloo,4,2800,"43.4824917,-80.5270453",3,1.5,1,1,1,1175,1,129054
3530016,Waterloo,4,2000,"43.4761576,-80.5087659",1,1,0,0,0,700,2,129054
3530016,Waterloo,2,1650,"43.4506832,-80.5756824",1,1,0,0,0,1136.65079,1,129054
3530016,Waterloo,2,2650,"43.4506832,-80.5756824",3,1.5,0,0,0,1136.65079,1,129054
3530016,Waterloo,2,3400,"43.4932379,-80.4821651",4,2.5,0,0,0,2420,1,129054
3530016,Waterloo,2,3200,"43.4558851,-80.5764578",3.5,2.5,0,0,0,1607,1,129054
3530016,Waterloo,2,750,"43.4949605,-80.5214447",3,1,1,1,1,1136.65079,1,129054
3530016,Waterloo,2,2800,"43.4909168,-80.4908732",3,1.5,0,0,0,1300,1,129054
3530016,Waterloo,2,350,"43.4844969,-80.5372471",1,1,1,1,1,200,2,129054
3530016,Waterloo,2,3300,"43.5008292,-80.4846186",3,1.5,0,0,0,2000,1,129054
3530016,Waterloo,2,2490,"43.4750032,-80.5067947",4,1.5,0,0,0,1400,1,129054
3530016,Waterloo,2,2850,"43.4457435,-80.5664128",3,2.5,0,0,0,2200,1,129054
3530016,Waterloo,2,3445,"43.4509656,-80.5922931",3.5,3.5,0,0,0,2300,1,129054
3530016,Waterloo,2,3095,"43.49847,-80.48476",3.5,2.5,0,0,0,1975,1,129054
3530016,Waterloo,2,900,"43.4524514,-80.5934449",1,1,1,1,1,700,2,129054
3530016,Waterloo,2,2800,"43.4872111,-80.4863452",3,3,0,0,0,1400,1,129054
3530016,Waterloo,2,2995,"43.5082278,-80.499708",3,1.5,0,0,0,1136.65079,1,129054
3530016,Waterloo,2,3400,"43.5087849,-80.5066815",3,3,0,0,0,2200,1,129054
3530016,Waterloo,2,2700,"43.4891889,-80.5219657",3.5,2.5,0,0,0,1860,1,129054
3530016,Waterloo,2,2295,"43.4593535,-80.5243753",3,2,0,0,0,1136.65079,1,129054
3530016,Waterloo,2,3200,"43.4891889,-80.5219657",4.5,3.5,0,0,0,2460,1,129054
3530016,Waterloo,2,3700,"43.4668308,-80.5849832",3,2.5,0,0,0,1922,1,129054
3530016,Waterloo,2,3000,"43.462063,-80.563462",3,3.5,0,0,0,1650,1,129054
3530016,Waterloo,2,3000,"43.4702515,-80.5740497",4,4,0,0,0,1700,1,129054
3530016,Waterloo,2,2700,"43.4819081,-80.5321247",3,1,0,0,0,1500,1,129054
3530016,Waterloo,2,750,"43.4949605,-80.5214447",3,1,1,1,1,1100,1,129054
3530016,Waterloo,2,3550,"43.4587939,-80.5976286",4,3,0,0,0,2500,1,129054
3530016,Waterloo,2,2100,"43.474469,-80.533303",2,1,0,0,0,1136.65079,1,129054
3530016,Waterloo,2,3000,"43.5070647,-80.5092869",4,2.5,0,0,0,1550,1,129054
3530016,Waterloo,2,3345,"43.4588325,-80.601706",4,2.5,0,0,0,2620,1,129054
3530016,Waterloo,2,2900,"43.4468026,-80.5665864",3,2.5,0,0,0,1650,1,129054
3530016,Waterloo,2,3600,"43.4498078,-80.5879666",4,2.5,0,0,0,2400,1,129054
3530016,Waterloo,2,3000,"43.4436956,-80.5471438",3,1,1,1,1,1100,1,129054
3530016,Waterloo,2,3100,"43.4854945,-80.5743969",3.5,2.5,0,0,0,1800,1,129054
3530016,Waterloo,2,2700,"43.4819081,-80.5321247",3,1,0,0,0,1500,1,129054
3530016,Waterloo,2,3850,"43.4524514,-80.5934449",4,3,0,0,0,2600,1,129054
3530016,Waterloo,2,3700,"43.4505601,-80.5905296",3,2.5,0,0,1,1750,1,129054
3530016,Waterloo,2,3950,"43.459477,-80.6025084",4,1.5,0,0,0,1700,1,129054
3530016,Waterloo,2,3800,"43.4542343,-80.5716199",4,2.5,0,0,0,2600,1,129054
3530016,Waterloo,5,2700,"43.49703,-80.48167",3,2.5,0,0,0,1721,1,129054
3530016,Waterloo,5,2550,"43.4746322,-80.5945271",3,2,0,0,0,1500,1,129054
3530016,Waterloo,5,2800,"43.4750391,-80.5886274",4,3.5,0,0,0,1500,1,129054
3530016,Waterloo,5,2700,"43.49703,-80.48167",3.5,2.5,0,0,0,1720,1,129054
3530016,Waterloo,5,2800,"43.469327,-80.5921358",4,2.5,0,0,1,1388,1,129054
3530016,Waterloo,5,2650,"43.4549894,-80.5483591",3,4,1,1,0,2000,1,129054
3530016,Waterloo,5,1825,"43.4980065,-80.5522219",3,1.5,0,0,1,1300,1,129054
3530016,Waterloo,5,2690,"43.5101988,-80.50755",3,2.5,0,0,0,1800,1,129054
3530016,Waterloo,5,2600,"43.4716745,-80.6002529",3,1,0,0,0,1800,1,129054
3530016,Waterloo,5,2300,"43.4854401,-80.5414143",2,2,0,0,1,1200,1,129054
3530016,Waterloo,5,3000,"43.4722356,-80.5993456",4,2,0,0,0,1500,1,129054
3530016,Waterloo,5,814,"43.4693878,-80.5636356",1,1.5,1,1,1,500,1,129054
3530016,Waterloo,5,2250,"43.4667644,-80.5823801",3,1.5,0,0,0,1200,1,129054
3530020,Wilmot,6,2499,"43.434896,-80.628745",2,1,0,1,1,1000,1,22373
3530020,Wilmot,1,1350,"43.3847165,-80.7174137",1,1,0,0,1,606,1,22373
3530020,Wilmot,2,2900,"43.3812415,-80.7165041",2.5,2,0,0,0,1100,2,22373
3530020,Wilmot,1,1100,"43.4043752,-80.6661359",0.5,1,1,1,1,400,1,22373
3530020,Wilmot,6,2299,"43.447342,-80.6429963",2,1,0,1,1,1000,1,22373
3530020,Wilmot,6,2299,"43.4438974,-80.6390153",2,1,0,1,1,1000,1,22373
3530027,Wellesley,2,2075,"43.523095,-80.652038",3,1.5,0,0,0,1200,1,12747
3530027,Wellesley,1,1950,"43.4774127,-80.7700658",1,1,0,1,1,600,2,12747
3530027,Wellesley,1,2300,"43.4835875,-80.754698",3,1,0,0,1,1800,1,12747
3530027,Wellesley,4,1525,"43.4774127,-80.7700658",1,1,0,0,1,1018,1,12747
3530035,Woolwich,1,1600,"43.6013052,-80.5622035",2,1,0,1,1,662,1,28657
3530035,Woolwich,1,1565,"43.5899386,-80.5722707",2,1,0,1,1,830,1,28657
3530035,Woolwich,1,1450,"43.5899386,-80.5722707",1,1,0,1,1,620,1,28657
3530035,Woolwich,4,1850,"43.5364218,-80.5271756",1,1,0,0,1,1100,1,28657
3530035,Woolwich,2,2950,"43.4691726,-80.4094164",4,2.5,0,0,0,2350,1,28657
3530035,Woolwich,5,2650,"43.4691726,-80.4094164",3,3,0,0,0,1663,1,28657
3530035,Woolwich,3,1450,"43.4691726,-80.4094164",1,1,1,1,1,1300,1,28657
3530035,Woolwich,1,1540,"43.5899386,-80.5722707",1,1,0,1,1,620,1,28657
3530035,Woolwich,1,1690,"43.5899386,-80.5722707",2,1,0,1,1,830,1,28657
3530035,Woolwich,6,1650,"43.4691726,-80.4094164",2,1,0,1,1,1000,1,28657
3530035,Woolwich,2,3000,"43.4691726,-80.4094164",3,2,0,0,0,1600,1,28657
3530035,Woolwich,5,2750,"43.5973456,-80.5669335",3,2.5,0,0,0,1450,1,28657
3531011,Stratford,2,3500,"43.3885145,-80.9901244",3,2.5,0,0,0,2100,2,34532
3531011,Stratford,1,1749,"43.3877401,-80.9658227",1,1,0,1,1,636,1,34532
3531011,Stratford,1,1725,"43.3877401,-80.9658227",1,1,0,1,1,700,1,34532
3531011,Stratford,1,1819,"43.3846606,-80.9764873",2,1,0,0,1,864,1,34532
3531011,Stratford,1,1599,"43.3846606,-80.9764873",1,1,0,0,1,671,1,34532
3531011,Stratford,1,1450,"43.3747943,-80.985985",1,1,0,1,0,500,1,34532
3531011,Stratford,6,1550,"43.3714666,-80.9675931",1,1,0,1,0,500,1,34532
3531011,Stratford,1,2200,"43.3706793,-80.9699247",2,1,1,1,1,600,1,34532
3531011,Stratford,2,2700,"43.3700007,-80.9822286",5,3.5,0,0,0,1800,1,34532
3531011,Stratford,2,2250,"43.369646,-80.9734332",3,2,0,0,0,1200,2,34532
3531011,Stratford,1,2015,"43.3683414,-80.958439",2,2,0,0,1,960,1,34532
3531011,Stratford,1,1650,"43.3675005,-80.9760556",1,1,0,1,1,800,1,34532
3531011,Stratford,2,3200,"43.3657152,-81.0007472",3,2,0,0,0,1600,1,34532
3531011,Stratford,1,1835,"43.3627382,-81.0108337",2,2,0,0,0,813,1,34532
3531011,Stratford,1,1500,"43.362351,-80.9776292",2,1,1,1,0,750,1,34532
3531011,Stratford,1,1475,"43.355688,-80.9926758",1,1,1,1,1,1136.65079,1,34532
3531011,Stratford,1,1679,"43.3846606,-80.9764873",1,1,0,0,1,681,1,34532
3531011,Stratford,1,2000,"43.3627382,-81.0108337",2,2,0,0,0,904,1,34532
3531011,Stratford,1,1900,"43.3706793,-80.9699247",1,1,1,1,1,600,1,34532
3531011,Stratford,1,2175,"43.3541096,-80.9755807",2,1,0,1,1,842,1,34532
3531011,Stratford,1,2099,"43.3877401,-80.9658227",2,1,0,1,1,742,1,34532
3531011,Stratford,1,1575,"43.355688,-80.9926758",2,1,1,1,1,1136.65079,1,34532
3531011,Stratford,1,2320,"43.3541096,-80.9755807",3,1,0,1,1,1069,1,34532
3531011,Stratford,3,1650,"43.3702073,-80.9708098",1.5,1,1,1,1,950,2,34532
3531011,Stratford,6,2100,"43.3566217,-80.9803729",4,2,0,0,0,800,1,34532
3531011,Stratford,6,2300,"43.3555225,-80.9608569",3,2,1,1,1,1000,1,34532
3531011,Stratford,6,1975,"43.3550739,-80.98728",2,1,0,0,0,900,1,34532
3531011,Stratford,4,2700,"43.3675005,-80.9760556",3,2.5,0,0,0,1685,1,34532
3531011,Stratford,2,3200,"43.3885145,-80.9901244",4,3,0,0,0,2050,1,34532
3531011,Stratford,2,3900,"43.3902762,-80.9916823",5,4,0,0,0,1600,1,34532
3531011,Stratford,2,3450,"43.3880774,-80.962066",3,4,0,0,0,1800,1,34532
3531011,Stratford,5,2400,"43.3648365,-81.0127355",3,2.5,0,0,0,1200,1,34532
3531011,Stratford,5,2600,"43.3864355,-80.9922873",3,2.5,0,0,0,1565,1,34532
3531013,Perth South,1,1200,"43.4038428,-81.0616015",1,1,0,0,1,800,1,3850
3531016,St. Marys,1,1550,"43.2619202,-81.1398039",1,1,0,0,0,600,1,7916
3531016,St. Marys,1,1550,"43.2619202,-81.1398039",1,1,0,0,0,600,1,7916
3531016,St. Marys,2,700,"43.2675408,-81.140286",3,2.5,1,1,1,1800,2,7916
3531016,St. Marys,5,2600,"43.2675408,-81.140286",3,3,0,0,0,1136.65079,1,7916
3531025,West Perth,1,1200,"43.466763,-81.19611",1,1,1,1,1,600,2,9672
3531025,West Perth,1,1400,"43.466763,-81.19611",1,1,1,1,1,700,2,9672
3531025,West Perth,1,1449,"43.4680977,-81.1979393",1,1,1,1,1,800,1,9672
3531030,Perth East,2,2900,"43.369623,-80.837023",2.5,2,0,0,0,1100,2,13409
3531030,Perth East,3,1500,"43.3724798,-80.9408179",1,1,1,1,1,1000,1,13409
3531030,Perth East,3,800,"43.6112218,-80.8437878",0.5,1,1,0,1,6425,1,13409
3531040,North Perth,3,1250,"43.7398386,-80.9598586",1,1,1,1,1,500,1,16380
3531040,North Perth,1,1345,"43.7381926,-80.9535588",2,1,0,1,1,1136.65079,1,16380
3531040,North Perth,1,1600,"43.7333402,-80.9624417",2,1,0,1,1,950,1,16380
3531040,North Perth,3,775,"43.7331847,-80.9396084",1,1,1,1,1,800,1,16380
3531040,North Perth,3,1750,"43.7328232,-80.9588987",2,1,1,1,1,1300,1,16380
3531040,North Perth,1,1775,"43.7306404,-80.9724807",2,1,0,0,0,904,1,16380
3531040,North Perth,1,1960,"43.7306404,-80.9724807",2,2,0,0,0,960,1,16380
3531040,North Perth,1,1435,"43.7306404,-80.9724807",1,1,0,0,0,770,1,16380
3531040,North Perth,6,1950,"43.7283929,-80.9491321",1.5,1,1,1,1,1100,2,16380
3531040,North Perth,1,1250,"43.7272614,-80.9548684",1,1,0,0,0,700,1,16380
3531040,North Perth,5,2300,"43.7252614,-80.9643655",3.5,2.5,0,0,0,1600,1,16380
3531040,North Perth,1,1675,"43.7306404,-80.9724807",1,1,0,0,0,770,1,16380
3531040,North Perth,1,1430,"43.7351455,-80.9511835",2,1,0,0,0,800,1,16380
3531040,North Perth,1,2150,"43.7306404,-80.9724807",2,2,0,0,0,960,1,16380
3531040,North Perth,6,1425,"43.7246246,-80.9541267",2,1,0,1,1,900,1,16380
3531040,North Perth,6,2195,"43.7246246,-80.9541267",3.5,3,0,1,1,1500,1,16380
3531040,North Perth,2,2300,"43.7219366,-80.9635329",2,2,0,0,0,1400,1,16380
3531040,North Perth,2,3000,"43.7345677,-80.9689058",5,3,0,0,0,2800,1,16380
3531040,North Perth,2,1600,"43.7355675,-80.9443596",2,2,0,0,0,900,1,16380
3531040,North Perth,2,4000,"43.7340648,-80.9506653",5,3.5,1,1,1,3000,2,16380
3531040,North Perth,5,2300,"43.7180216,-80.9574119",3,2,0,0,0,1600,1,16380
3532002,Norwich,2,2000,"42.986643,-80.6047649",4.5,1.5,0,0,1,1700,1,12186
3532002,Norwich,2,2800,"42.9834949,-80.6083906",3,3,0,0,0,1315,1,12186
3532002,Norwich,1,2000,"42.9876575,-80.5974658",2,1,0,1,1,1200,1,12186
3532002,Norwich,1,1650,"42.9865134,-80.6048076",2,1,0,1,1,850,1,12186
3532004,Tillsonburg,4,1850,"42.8806289,-80.7456176",2,1,0,0,1,1000,1,18554
3532004,Tillsonburg,1,1200,"42.8758469,-80.741146",1,1,0,0,0,1136.65079,1,18554
3532004,Tillsonburg,1,1400,"42.8758469,-80.741146",2,1,0,0,0,1136.65079,1,18554
3532004,Tillsonburg,1,1300,"42.8757874,-80.7422718",1,1,0,1,1,1136.65079,1,18554
3532004,Tillsonburg,1,1090,"42.8746483,-80.7356899",0.5,1,0,1,1,431,1,18554
3532004,Tillsonburg,1,1200,"42.8746483,-80.7356899",1,1,0,1,1,509,1,18554
3532004,Tillsonburg,1,1330,"42.8746483,-80.7356899",2,1,0,1,1,721,1,18554
3532004,Tillsonburg,2,2850,"42.8669541,-80.7325287",4,3.5,0,0,0,2200,1,18554
3532004,Tillsonburg,2,1500,"42.8658879,-80.7333175",1,1,1,1,1,1136.65079,1,18554
3532004,Tillsonburg,4,2400,"42.8649823,-80.7275999",2,2,0,0,1,1350,1,18554
3532004,Tillsonburg,6,1975,"42.8616077,-80.7329491",2,1,0,0,0,1100,1,18554
3532004,Tillsonburg,1,1285,"42.8746483,-80.7356899",1,1,0,1,1,509,1,18554
3532004,Tillsonburg,1,1700,"42.8717671,-80.7394871",2,1,0,0,0,600,1,18554
3532004,Tillsonburg,2,2695,"42.8658879,-80.7333175",4,4,0,0,0,1136.65079,1,18554
3532004,Tillsonburg,2,2985,"42.8583662,-80.7091991",3,1,0,0,1,1250,1,18554
3532004,Tillsonburg,2,2750,"42.8596074,-80.7046943",4,3.5,0,0,0,2200,1,18554
3532004,Tillsonburg,2,2850,"42.8596074,-80.7046943",4,3.5,0,0,0,2200,1,18554
3532004,Tillsonburg,2,2600,"42.8658879,-80.7333175",3.5,1,0,0,0,1850,1,18554
3532004,Tillsonburg,2,700,"42.8616183,-80.7041153",1,1,1,1,1,1136.65079,2,18554
3532004,Tillsonburg,2,2750,"42.8592822,-80.7032489",4,3.5,1,1,1,2200,1,18554
3532004,Tillsonburg,2,2850,"42.8596074,-80.7046943",4,3.5,0,0,0,2200,1,18554
3532004,Tillsonburg,5,2300,"42.856298,-80.7454327",4,4,0,0,0,2100,1,18554
3532004,Tillsonburg,5,2450,"42.8587802,-80.7449708",3,2.5,0,0,0,1479,1,18554
3532004,Tillsonburg,5,2300,"42.8669541,-80.7325287",4,2.5,0,0,0,2103,1,18554
3532004,Tillsonburg,5,2450,"42.8675199,-80.7500262",3,2.5,0,0,0,1334,1,18554
